,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Access Control,Acoustic Designation,Blind Type,Comments,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Ironmongery Set,Keynote,Level,Mark,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Manufacturer,Fire Designation,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating
IfcText('INT2C12.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('22'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C12.D2'),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('DD/SS (GL)'),IfcText('J121'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2C17.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('22c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C17.D1'),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('DD/SS (GL)'),IfcText('J121'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2C19.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('22c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C19.D2'),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('DD/SS (GL)'),IfcText('J121'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2C13.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText(''),IfcText('16b'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C13.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(122.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2C19.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('21dDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C19.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('DD/SS (GL)'),IfcText('J117'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2029.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText(''),IfcText('13b'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2029.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(177.5),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS'),IfcText('J216'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2078.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 3'),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText(''),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2078.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS'),IfcText('J215'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2018.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('TBC'),,IfcText('IBT 05'),IfcText('Blind - Laser'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('13a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2018.D3'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('DD/SS (GL)'),IfcText('J217'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2078.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),,IfcText('09b'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2078.D3'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2075.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2075.D3'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
IfcText('INT2075.D5'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2075.D5'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
IfcText('INT2075.D4'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2075.D4'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
IfcText('INT2079.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2079.D3'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
IfcText('INT2079.D5'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2079.D5'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
IfcText('INT2079.D4'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('35dB'),,IfcText('Acoustic drop seals to threshold'),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('PVC Wrapped'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('09c'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('INT2079.D4'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 3d - Equal Double Door: 1410mm - 2110mm S/O PVC 2'),IfcText('DD/SS'),IfcText('J245'),IfcLengthMeasure(1410.),,,IfcBoolean(.F.),,,,,
