,id,Mark,type,GlobalId,Name,Fire Designation,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,MappedDoors
154,620739,IP94C07.D2,IfcDoor,0ud9K13Iv5IQmm4nLhj5SU,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1598634,FD30S,1910mm - 2110mm S/O DS Laminate,"#1650993=IfcLocalPlacement(#1650970,#1650992)","#620733=IfcProductDefinitionShape($,$,(#620726,#620731))",1598634,2110.0,1909.99999999995,FD30S
155,620844,IP74048.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5SV,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598635,,1060mm - 2110mm S/O Laminate,"#1651289=IfcLocalPlacement(#1651266,#1651288)","#620838=IfcProductDefinitionShape($,$,(#620831,#620836))",1598635,2109.99999999998,1060.00000000011,
156,634566,IP84029.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5S5,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598641,,1480mm - 2110mm S/O Laminate,"#1651708=IfcLocalPlacement(#1651687,#1651707)","#634560=IfcProductDefinitionShape($,$,(#634553,#634558))",1598641,2110.0,1479.99999999999,
157,634860,IP84040.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5SF,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598651,,1060mm - 2110mm S/O Laminate,"#1651745=IfcLocalPlacement(#1651724,#1651744)","#634854=IfcProductDefinitionShape($,$,(#634847,#634852))",1598651,2109.99999999998,1060.0,
158,634970,IP84039.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5S8,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598652,,1060mm - 2110mm S/O Laminate,"#1651780=IfcLocalPlacement(#1651761,#1651779)","#634964=IfcProductDefinitionShape($,$,(#634957,#634962))",1598652,2109.99999999998,1060.0,
159,635261,IP84036.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ts,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598658,,1060mm - 2110mm S/O Laminate,"#1649923=IfcLocalPlacement(#1649902,#1649922)","#635255=IfcProductDefinitionShape($,$,(#635248,#635253))",1598658,2109.99999999998,1060.0,
160,648648,IP84035.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Tt,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1598659,,1510mm - 2110mm S/O Laminate,"#1651817=IfcLocalPlacement(#1651796,#1651816)","#648642=IfcProductDefinitionShape($,$,(#648635,#648640))",1598659,2110.00000000001,1510.0,
161,648754,IP74029.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ty,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598664,,1480mm - 2110mm S/O Laminate,"#1651854=IfcLocalPlacement(#1651833,#1651853)","#648748=IfcProductDefinitionShape($,$,(#648741,#648746))",1598664,2110.0,1479.99999999999,
162,648958,IP74039.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Tl,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598683,,1060mm - 2110mm S/O Laminate,"#1651889=IfcLocalPlacement(#1651870,#1651888)","#648950=IfcProductDefinitionShape($,$,(#648943,#648948))",1598683,2109.99999999998,1060.00000000001,
163,649439,IP94040.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5TO,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598700,,1060mm - 2110mm S/O Laminate,"#1651961=IfcLocalPlacement(#1651942,#1651960)","#649433=IfcProductDefinitionShape($,$,(#649426,#649431))",1598700,2109.99999999998,1060.0,
164,649549,IP94039.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5TP,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598701,,1060mm - 2110mm S/O Laminate,"#1651996=IfcLocalPlacement(#1651977,#1651995)","#649543=IfcProductDefinitionShape($,$,(#649536,#649541))",1598701,2109.99999999998,1060.0,
165,649835,IP94036.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5T0,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598708,,1060mm - 2110mm S/O Laminate,"#1651926=IfcLocalPlacement(#1651905,#1651925)","#649829=IfcProductDefinitionShape($,$,(#649822,#649827))",1598708,2109.99999999998,1060.0,
166,650137,IP94C07.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5TC,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598712,FD30S,1910mm - 2110mm S/O Laminate,"#1652072=IfcLocalPlacement(#1652049,#1652071)","#650131=IfcProductDefinitionShape($,$,(#650124,#650129))",1598712,2110.0,1909.99999999995,FD30S
167,650243,IP94C05.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5TD,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598713,FD30S,1910mm - 2110mm S/O Laminate,"#1652109=IfcLocalPlacement(#1652088,#1652108)","#650235=IfcProductDefinitionShape($,$,(#650228,#650233))",1598713,2110.0,1910.00000000004,FD30S
168,650442,IP74055.D2,IfcDoor,0ud9K13Iv5IQmm4nLhj5Qc,IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:1598738,FD30S,1060mm-2110mm S/O Laminate,"#1652146=IfcLocalPlacement(#1652125,#1652145)","#650436=IfcProductDefinitionShape($,$,(#650429,#650434))",1598738,2109.99999999998,1060.0,FD30S
169,650729,IP94035.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5QA,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1598782,,1510mm - 2110mm S/O Laminate,"#1652033=IfcLocalPlacement(#1652012,#1652032)","#650723=IfcProductDefinitionShape($,$,(#650716,#650721))",1598782,2110.00000000001,1510.0,
170,652222,IP94032.D1,IfcDoor,1ZnZ64mnbF5AMiKhKanW_h,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1610616,FD30S,1060mm - 2110mm S/O Laminate,"#1652222=IfcLocalPlacement(#1652199,#1652221)","#652216=IfcProductDefinitionShape($,$,(#652209,#652214))",1610616,2109.99999999998,1059.99999999998,FD30S
171,653280,IP74062.D1,IfcDoor,1Erv8AfOT6euoXpn4MnWJk,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1619341,,1060mm - 2110mm S/O Laminate,"#1649734=IfcLocalPlacement(#1649713,#1649733)","#653274=IfcProductDefinitionShape($,$,(#653267,#653272))",1619341,2109.99999999998,1060.00000000011,
172,667876,IP74005B.D2,IfcDoor,1Erv8AfOT6euoXpn4MnWIH,IDT 11a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O:1619442,,1710mm - 2110mm S/O,"#1652401=IfcLocalPlacement(#1652380,#1652400)","#667870=IfcProductDefinitionShape($,$,(#667863,#667868))",1619442,2110.0,1709.99999999999,
173,667982,IP74004.D1,IfcDoor,1Erv8AfOT6euoXpn4MnWQq,IDT 11a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O:1619927,,1710mm - 2110mm S/O,"#1652183=IfcLocalPlacement(#1652162,#1652182)","#667976=IfcProductDefinitionShape($,$,(#667969,#667974))",1619927,2110.0,1709.99999999999,
174,668634,IP94C07.D3,IfcDoor,2Nh0jRW153DxcEOcFHgLei,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1643061,FD30S,1910mm - 2110mm S/O Laminate,"#1652438=IfcLocalPlacement(#1652417,#1652437)","#668628=IfcProductDefinitionShape($,$,(#668621,#668626))",1643061,2110.0,1910.0,FD30S
175,668968,IP94C05.D2,IfcDoor,2tgOeh5gz6YhjUhOncpYYh,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1643064,FD30S,1910mm - 2110mm S/O DS Laminate,"#1652475=IfcLocalPlacement(#1652454,#1652474)","#668962=IfcProductDefinitionShape($,$,(#668955,#668960))",1643064,2110.0,1910.0,FD30S
176,677018,IP94020.D1,IfcDoor,1B$obZNgfAL92u6FyUOaI9,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1668869,,1480mm - 2110mm S/O Laminate,"#1652514=IfcLocalPlacement(#1652491,#1652513)","#677010=IfcProductDefinitionShape($,$,(#677003,#677008))",1668869,2110.0,1480.0000000000598,
177,677244,IP84012.D1,IfcDoor,1B$obZNgfAL92u6FyUOak9,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1669125,,1480mm - 2110mm S/O Laminate,"#1652553=IfcLocalPlacement(#1652530,#1652552)","#677236=IfcProductDefinitionShape($,$,(#677229,#677234))",1669125,2110.0,1480.0000000000598,
178,681534,IP84C05.D2,IfcDoor,35oipDKKDDRea2X_qQf7nK,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1783493,FD30S,1910mm - 2110mm S/O DS Laminate,"#1652590=IfcLocalPlacement(#1652569,#1652589)","#681528=IfcProductDefinitionShape($,$,(#681521,#681526))",1783493,2110.0,1910.0,FD30S
179,681997,IP74C07.D2,IfcDoor,35oipDKKDDRea2X_qQf7qY,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1783731,FD30S,1910mm - 2110mm S/O DS Laminate,"#1652627=IfcLocalPlacement(#1652606,#1652626)","#681991=IfcProductDefinitionShape($,$,(#681984,#681989))",1783731,2110.0,1910.0,FD30S
180,682345,IP74011.D1,IfcDoor,1IdIciIkn6_Rrq6odT13wO,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1792799,,1480mm - 2110mm S/O Laminate,"#1652666=IfcLocalPlacement(#1652643,#1652665)","#682337=IfcProductDefinitionShape($,$,(#682330,#682335))",1792799,2110.0,1480.00000000005,
181,682706,IP74010.D1,IfcDoor,1IdIciIkn6_Rrq6odT13xP,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1792862,,1480mm - 2110mm S/O Laminate,"#1652705=IfcLocalPlacement(#1652682,#1652704)","#682698=IfcProductDefinitionShape($,$,(#682691,#682696))",1792862,2110.0,1480.00000000005,
182,683148,IP84024.D1,IfcDoor,1IdIciIkn6_Rrq6odT13uQ,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1792925,,1480mm - 2110mm S/O Laminate,"#1652744=IfcLocalPlacement(#1652721,#1652743)","#683140=IfcProductDefinitionShape($,$,(#683133,#683138))",1792925,2110.0,1480.00000000005,
183,683506,IP84022.D1,IfcDoor,1IdIciIkn6_Rrq6odT13vR,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1792988,,1480mm - 2110mm S/O Laminate,"#1652783=IfcLocalPlacement(#1652760,#1652782)","#683498=IfcProductDefinitionShape($,$,(#683491,#683496))",1792988,2110.0,1480.00000000005,
184,683865,IP84023.D1,IfcDoor,1IdIciIkn6_Rrq6odT13cS,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793051,,1480mm - 2110mm S/O Laminate,"#1652822=IfcLocalPlacement(#1652799,#1652821)","#683857=IfcProductDefinitionShape($,$,(#683850,#683855))",1793051,2110.0,1480.00000000005,
185,684217,IP74016.D1,IfcDoor,1IdIciIkn6_Rrq6odT13dT,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793114,,1480mm - 2110mm S/O Laminate,"#1652861=IfcLocalPlacement(#1652838,#1652860)","#684209=IfcProductDefinitionShape($,$,(#684202,#684207))",1793114,2110.0,1480.0000000000598,
186,684576,IP74015.D1,IfcDoor,1IdIciIkn6_Rrq6odT13aU,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793177,,1480mm - 2110mm S/O Laminate,"#1652900=IfcLocalPlacement(#1652877,#1652899)","#684568=IfcProductDefinitionShape($,$,(#684561,#684566))",1793177,2110.0,1480.0000000000598,
187,684934,IP74014.D1,IfcDoor,1IdIciIkn6_Rrq6odT13bV,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793240,,1480mm - 2110mm S/O Laminate,"#1652939=IfcLocalPlacement(#1652916,#1652938)","#684926=IfcProductDefinitionShape($,$,(#684919,#684924))",1793240,2110.0,1480.0000000000598,
188,685242,IP84019.D1,IfcDoor,1IdIciIkn6_Rrq6odT13YG,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793303,,1480mm - 2110mm S/O Laminate,"#1652978=IfcLocalPlacement(#1652955,#1652977)","#685234=IfcProductDefinitionShape($,$,(#685227,#685232))",1793303,2110.0,1480.0000000000598,
189,685588,IP84017.D1,IfcDoor,1IdIciIkn6_Rrq6odT13ZH,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793366,,1480mm - 2110mm S/O Laminate,"#1653017=IfcLocalPlacement(#1652994,#1653016)","#685580=IfcProductDefinitionShape($,$,(#685573,#685578))",1793366,2110.0,1480.0000000000598,
190,685941,IP84018.D1,IfcDoor,1IdIciIkn6_Rrq6odT13WI,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793429,,1480mm - 2110mm S/O Laminate,"#1653056=IfcLocalPlacement(#1653033,#1653055)","#685933=IfcProductDefinitionShape($,$,(#685926,#685931))",1793429,2110.0,1480.0000000000598,
191,686294,IP74024.D1,IfcDoor,1IdIciIkn6_Rrq6odT13XJ,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793492,,1480mm - 2110mm S/O Laminate,"#1653095=IfcLocalPlacement(#1653072,#1653094)","#686286=IfcProductDefinitionShape($,$,(#686279,#686284))",1793492,2110.0,1480.00000000005,
192,686652,IP74022.D1,IfcDoor,1IdIciIkn6_Rrq6odT13kK,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793555,,1480mm - 2110mm S/O Laminate,"#1653134=IfcLocalPlacement(#1653111,#1653133)","#686644=IfcProductDefinitionShape($,$,(#686637,#686642))",1793555,2110.0,1480.00000000005,
193,687006,IP74017.D1,IfcDoor,1IdIciIkn6_Rrq6odT13lL,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793618,,1480mm - 2110mm S/O Laminate,"#1653173=IfcLocalPlacement(#1653150,#1653172)","#686998=IfcProductDefinitionShape($,$,(#686991,#686996))",1793618,2110.0,1480.00000000001,
194,687361,IP74018.D1,IfcDoor,1IdIciIkn6_Rrq6odT13iM,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793681,,1480mm - 2110mm S/O Laminate,"#1653212=IfcLocalPlacement(#1653189,#1653211)","#687353=IfcProductDefinitionShape($,$,(#687346,#687351))",1793681,2110.0,1480.0000000000198,
195,687805,IP74019.D1,IfcDoor,1IdIciIkn6_Rrq6odT13jN,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793744,,1480mm - 2110mm S/O Laminate,"#1653251=IfcLocalPlacement(#1653228,#1653250)","#687797=IfcProductDefinitionShape($,$,(#687790,#687795))",1793744,2110.0,1480.0000000000198,
196,688152,IP74008.D1,IfcDoor,1IdIciIkn6_Rrq6odT13fB,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1793996,,1480mm - 2110mm S/O Laminate,"#1653290=IfcLocalPlacement(#1653267,#1653289)","#688144=IfcProductDefinitionShape($,$,(#688137,#688142))",1793996,2110.0,1480.0000000000198,
197,688588,IP74007.D1,IfcDoor,1IdIciIkn6_Rrq6odT10MC,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794059,,1480mm - 2110mm S/O Laminate,"#1653329=IfcLocalPlacement(#1653306,#1653328)","#688580=IfcProductDefinitionShape($,$,(#688573,#688578))",1794059,2110.0,1480.0000000000198,
198,688959,IP74006.D1,IfcDoor,1IdIciIkn6_Rrq6odT10ND,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794122,,1480mm - 2110mm S/O Laminate,"#1653368=IfcLocalPlacement(#1653345,#1653367)","#688951=IfcProductDefinitionShape($,$,(#688944,#688949))",1794122,2110.0,1480.0000000000198,
199,689311,IP74002.D1,IfcDoor,1IdIciIkn6_Rrq6odT10KE,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794185,,1480mm - 2110mm S/O Laminate,"#1653407=IfcLocalPlacement(#1653384,#1653406)","#689303=IfcProductDefinitionShape($,$,(#689296,#689301))",1794185,2110.0,1480.0000000000198,
200,689670,IP74001.D1,IfcDoor,1IdIciIkn6_Rrq6odT10LF,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794248,,1480mm - 2110mm S/O Laminate,"#1653446=IfcLocalPlacement(#1653423,#1653445)","#689662=IfcProductDefinitionShape($,$,(#689655,#689660))",1794248,2110.0,1480.0000000000198,
201,690112,IP84008.D1,IfcDoor,1IdIciIkn6_Rrq6odT10H3,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794500,,1480mm - 2110mm S/O Laminate,"#1653485=IfcLocalPlacement(#1653462,#1653484)","#690104=IfcProductDefinitionShape($,$,(#690097,#690102))",1794500,2110.0,1480.0000000000198,
202,690471,IP84007.D1,IfcDoor,1IdIciIkn6_Rrq6odT10U4,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794563,,1480mm - 2110mm S/O Laminate,"#1653524=IfcLocalPlacement(#1653501,#1653523)","#690463=IfcProductDefinitionShape($,$,(#690456,#690461))",1794563,2110.0,1480.0000000000198,
203,690824,IP84006.D1,IfcDoor,1IdIciIkn6_Rrq6odT10V5,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794626,,1480mm - 2110mm S/O Laminate,"#1653563=IfcLocalPlacement(#1653540,#1653562)","#690816=IfcProductDefinitionShape($,$,(#690809,#690814))",1794626,2110.0,1480.0000000000198,
204,691182,IP84002.D1,IfcDoor,1IdIciIkn6_Rrq6odT10S6,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794689,,1480mm - 2110mm S/O Laminate,"#1653602=IfcLocalPlacement(#1653579,#1653601)","#691174=IfcProductDefinitionShape($,$,(#691167,#691172))",1794689,2110.0,1480.0000000000198,
205,691535,IP84001.D1,IfcDoor,1IdIciIkn6_Rrq6odT10T7,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1794752,,1480mm - 2110mm S/O Laminate,"#1653641=IfcLocalPlacement(#1653618,#1653640)","#691527=IfcProductDefinitionShape($,$,(#691520,#691525))",1794752,2110.0,1480.0000000000198,
206,691887,IP94008.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Ox,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795004,,1480mm - 2110mm S/O Laminate,"#1653680=IfcLocalPlacement(#1653657,#1653679)","#691879=IfcProductDefinitionShape($,$,(#691872,#691877))",1795004,2110.0,1480.0000000000198,
207,692234,IP94002.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Py,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795067,,1480mm - 2110mm S/O Laminate,"#1653719=IfcLocalPlacement(#1653696,#1653718)","#692226=IfcProductDefinitionShape($,$,(#692219,#692224))",1795067,2110.0,1480.0000000000198,
208,692592,IP94003.D1,IfcDoor,1IdIciIkn6_Rrq6odT106z,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795130,,1480mm - 2110mm S/O Laminate,"#1653758=IfcLocalPlacement(#1653735,#1653757)","#692584=IfcProductDefinitionShape($,$,(#692577,#692582))",1795130,2110.0,1480.0000000000198,
209,692939,IP84016.D1,IfcDoor,1IdIciIkn6_Rrq6odT107_,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795193,,1480mm - 2110mm S/O Laminate,"#1653797=IfcLocalPlacement(#1653774,#1653796)","#692931=IfcProductDefinitionShape($,$,(#692924,#692929))",1795193,2110.0,1480.0000000000598,
210,693297,IP84015.D1,IfcDoor,1IdIciIkn6_Rrq6odT104$,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795256,,1480mm - 2110mm S/O Laminate,"#1653836=IfcLocalPlacement(#1653813,#1653835)","#693289=IfcProductDefinitionShape($,$,(#693282,#693287))",1795256,2110.0,1480.0000000000598,
211,693655,IP84014.D1,IfcDoor,1IdIciIkn6_Rrq6odT105m,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795319,,1480mm - 2110mm S/O Laminate,"#1653875=IfcLocalPlacement(#1653852,#1653874)","#693647=IfcProductDefinitionShape($,$,(#693640,#693645))",1795319,2110.0,1480.0000000000598,
212,694007,IP94019.D1,IfcDoor,1IdIciIkn6_Rrq6odT102n,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795382,,1480mm - 2110mm S/O Laminate,"#1653914=IfcLocalPlacement(#1653891,#1653913)","#693999=IfcProductDefinitionShape($,$,(#693992,#693997))",1795382,2110.0,1480.0000000000598,
213,694365,IP94017.D1,IfcDoor,1IdIciIkn6_Rrq6odT103o,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795445,,1480mm - 2110mm S/O Laminate,"#1653953=IfcLocalPlacement(#1653930,#1653952)","#694357=IfcProductDefinitionShape($,$,(#694350,#694355))",1795445,2110.0,1480.0000000000598,
214,694718,IP94018.D1,IfcDoor,1IdIciIkn6_Rrq6odT100p,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795508,,1480mm - 2110mm S/O Laminate,"#1653992=IfcLocalPlacement(#1653969,#1653991)","#694710=IfcProductDefinitionShape($,$,(#694703,#694708))",1795508,2110.0,1480.0000000000598,
215,695070,IP84011.D1,IfcDoor,1IdIciIkn6_Rrq6odT101q,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795571,,1480mm - 2110mm S/O Laminate,"#1654031=IfcLocalPlacement(#1654008,#1654030)","#695062=IfcProductDefinitionShape($,$,(#695055,#695060))",1795571,2110.0,1480.00000000005,
216,695429,IP84010.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Er,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795634,,1480mm - 2110mm S/O Laminate,"#1654070=IfcLocalPlacement(#1654047,#1654069)","#695421=IfcProductDefinitionShape($,$,(#695414,#695419))",1795634,2110.0,1480.00000000005,
217,695788,IP94024.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Fs,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795697,,1480mm - 2110mm S/O Laminate,"#1654109=IfcLocalPlacement(#1654086,#1654108)","#695780=IfcProductDefinitionShape($,$,(#695773,#695778))",1795697,2110.0,1480.00000000005,
218,696141,IP94022.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Ct,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795760,,1480mm - 2110mm S/O Laminate,"#1654148=IfcLocalPlacement(#1654125,#1654147)","#696133=IfcProductDefinitionShape($,$,(#696126,#696131))",1795760,2110.0,1480.00000000005,
219,696500,IP94023.D1,IfcDoor,1IdIciIkn6_Rrq6odT10De,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795823,,1480mm - 2110mm S/O Laminate,"#1654187=IfcLocalPlacement(#1654164,#1654186)","#696492=IfcProductDefinitionShape($,$,(#696485,#696490))",1795823,2110.0,1480.00000000005,
220,696796,IP94015.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Af,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795886,,1480mm - 2110mm S/O Laminate,"#1654226=IfcLocalPlacement(#1654203,#1654225)","#696788=IfcProductDefinitionShape($,$,(#696781,#696786))",1795886,2110.0,1480.0000000000598,
221,697149,IP94016.D1,IfcDoor,1IdIciIkn6_Rrq6odT10Bg,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1795949,,1480mm - 2110mm S/O Laminate,"#1654265=IfcLocalPlacement(#1654242,#1654264)","#697141=IfcProductDefinitionShape($,$,(#697134,#697139))",1795949,2110.0,1480.0000000000598,
222,697501,IP94014.D1,IfcDoor,1IdIciIkn6_Rrq6odT108h,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796012,,1480mm - 2110mm S/O Laminate,"#1654304=IfcLocalPlacement(#1654281,#1654303)","#697493=IfcProductDefinitionShape($,$,(#697486,#697491))",1796012,2110.0,1480.0000000000598,
223,697850,IP94009.D1,IfcDoor,1IdIciIkn6_Rrq6odT109i,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796075,,1480mm - 2110mm S/O Laminate,"#1654343=IfcLocalPlacement(#1654320,#1654342)","#697842=IfcProductDefinitionShape($,$,(#697835,#697840))",1796075,2110.0,1480.00000000001,
224,698198,IP94011.D1,IfcDoor,1IdIciIkn6_Rrq6odT10sj,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796138,,1480mm - 2110mm S/O Laminate,"#1654382=IfcLocalPlacement(#1654359,#1654381)","#698190=IfcProductDefinitionShape($,$,(#698183,#698188))",1796138,2110.0,1480.00000000001,
225,698552,IP94010.D1,IfcDoor,1IdIciIkn6_Rrq6odT10tk,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796201,,1480mm - 2110mm S/O Laminate,"#1654421=IfcLocalPlacement(#1654398,#1654420)","#698544=IfcProductDefinitionShape($,$,(#698537,#698542))",1796201,2110.0,1480.00000000001,
226,698904,IP74023.D1,IfcDoor,1IdIciIkn6_Rrq6odT10ql,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796264,,1480mm - 2110mm S/O Laminate,"#1654460=IfcLocalPlacement(#1654437,#1654459)","#698896=IfcProductDefinitionShape($,$,(#698889,#698894))",1796264,2110.0,1480.00000000005,
227,699256,IP94007.D1,IfcDoor,1IdIciIkn6_Rrq6odT10rW,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1796327,,1480mm - 2110mm S/O Laminate,"#1654499=IfcLocalPlacement(#1654476,#1654498)","#699248=IfcProductDefinitionShape($,$,(#699241,#699246))",1796327,2110.0,1479.99999999999,
228,699989,IP84009.D1,IfcDoor,0fsSKIQ_j5auh80NqwEEn9,IDT 2a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O Laminate:1798474,,1710mm - 2110mm S/O Laminate,"#1654538=IfcLocalPlacement(#1654515,#1654537)","#699981=IfcProductDefinitionShape($,$,(#699974,#699979))",1798474,2110.0,1710.00000000009,
229,700203,IP74009.D1,IfcDoor,0fsSKIQ_j5auh80NqwEEnF,IDT 2a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O Laminate:1798476,,1710mm - 2110mm S/O Laminate,"#1654577=IfcLocalPlacement(#1654554,#1654576)","#700195=IfcProductDefinitionShape($,$,(#700188,#700193))",1798476,2110.0,1710.00000000009,
